unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,pickup_location,dropoff_latitude,dropoff_longitude,dropoff_location
c56e4a570df94b38c5b3ebe767067434b11c71ac,9b954fdb175c1546d40a6e75f670f2d5f25b49a5adb4de7b64b076f249d8b6c2b75b9bb6191d3b965a9592b066d836c6801b3488f2ebe34d34b39110e98cddf3,2014-07-18 18:00:00 UTC,2014-07-18 18:00:00 UTC,60,0.0,17031062300,17031062300,6,6,3.45,0.0,0.0,0.0,3.45,Cash,Taxi Affiliation Services,41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
94b808620a4cbbf6a7e00b9fff190dbce009c164,924ae918308523bd5481da7d42e7a8aa42c7c9fc58e243cc18a95f0bea4008917e310fa4b3505912c2b1e1d45645696fa9cff189f978c7ec669b77950981e134,2014-07-20 21:15:00 UTC,2014-07-20 21:15:00 UTC,0,0.0,17031062300,17031062300,6,6,0.0,0.0,0.0,1.5,1.5,Cash,Northwest Management LLC,41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
eab65a6be9a9d00a7c779e8686c724ad4221bcfe,abb21322570c56a5cd8b988b73c4d99777563689155b7b281883d4dbe3b45d5ff76b6f944bd3a8fe00b2481e8130a5b17b7f40b695913bbe1d7aadf683625d7d,2014-07-20 00:15:00 UTC,2014-07-20 00:15:00 UTC,0,0.0,17031062300,17031062300,6,6,3.25,0.0,0.0,0.0,3.25,Cash,Blue Ribbon Taxi Association Inc.,41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
08c1395d293e234e85f7996ac979574d2bbe5d97,07c6b97627d86b77e76e03006e7592528831994ff6cb51bff481b6f238bf2b869ed8ef419208419cf32b4c3fa84100ece676d3d894b679f3933a63879df797c9,2014-01-18 21:30:00 UTC,2014-01-18 21:45:00 UTC,840,0.0,17031050200,17031062300,5,6,9.25,2.05,0.0,1.0,12.3,Credit Card,Taxi Affiliation Services,41.957735565,-87.683718102,POINT (-87.683718102 41.957735565),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
afb9f5c18e04bf07f0a559be8f89b182f418c077,5f3e22cf2a215a737eb0c1019d1d04a66eca6d1f2eeeb8eff0324c4fe27c82280b21cf00bc34507df5226343a673128de31275d85e11e09cd2630d2aa2cca4df,2014-06-29 01:15:00 UTC,2014-06-29 01:30:00 UTC,720,0.1,17031050200,17031062300,5,6,9.45,0.0,0.0,2.0,11.45,Cash,Taxi Affiliation Services,41.957735565,-87.683718102,POINT (-87.683718102 41.957735565),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
9384a57123b4b721ced3d260824da1507da2ac4c,4c8741fac63baa5f25f60596ae1905fb56201a21068bea59a1ba8bf484ca6707dd66b56e8b8294f2e726f0a11e9c8489595efbe068429f0af97b9ed399cf63e0,2014-07-24 23:15:00 UTC,2014-07-24 23:45:00 UTC,1200,0.0,17031330100,17031062300,33,6,18.05,0.0,0.0,1.0,19.05,Cash,Dispatch Taxi Affiliation,41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
aed8c8ebd2efe2de8632849255e974902e9e9fc0,46c4778c3a32454511f96752c509c608955e293da45dbf245bf9eba5bef28916b7b61295d27aa8f61e4ad63b264051057ace630bce41b8aff5bc6853585fed15,2014-06-27 23:45:00 UTC,2014-06-28 00:15:00 UTC,1320,0.4,17031330100,17031062300,33,6,18.65,3.7,0.0,0.0,22.35,Credit Card,Taxi Affiliation Services,41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
34c78ead9596f70ca1c70a1cef2062881795a92e,d259ae132d42697bb66ac82acb43057f62103bad6a9ae36d443c0b08a8e31644c5aa2afca7b9a667a7c635ad30532cf0bc096772cc81231d4d23271510b8a537,2014-07-19 20:45:00 UTC,2014-07-19 21:15:00 UTC,1380,6.9,17031330100,17031062300,33,6,18.25,0.0,0.0,1.0,19.25,Cash,C & D Cab Co Inc,41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
49aef36045e8cd171627f8f4c755a63a58232c57,99ab5248605aa4afb82e6be7d50d531fd8e423980159bbfb10d05e9d025522bde4b6b357da53e9a809fa24398085b539ee5e1d6408872264b9dbb9c9e7b4c6d0,2014-05-31 20:45:00 UTC,2014-05-31 21:00:00 UTC,840,3.0,17031080201,17031062300,8,6,10.05,0.0,0.0,2.0,12.05,Cash,Dispatch Taxi Affiliation,41.909495669,-87.630963601,POINT (-87.630963601 41.9094956686),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
28a34ff8e4a7b3c1adcbacb748ead388df98b8fc,650b3e68ea6ad1712c18144ab34858adb29bca2c95011faea945aa4072322131a5517eabc70ad2e3a74aaa9e055c5573ec9526327e434864fcab27159782be00,2014-06-28 04:00:00 UTC,2014-06-28 04:15:00 UTC,660,4.0,17031080201,17031062300,8,6,11.45,0.0,0.0,0.0,11.45,Cash,Dispatch Taxi Affiliation,41.909495669,-87.630963601,POINT (-87.630963601 41.9094956686),41.9416281,-87.661443368,POINT (-87.6614433685 41.9416281)
